"col0","col1","col2","col3","col4","col5","col6","col7","col8","partition_0"
"lack","?","n","lack_n1","lack%1:26:00::","113630173","the state of needing something that is absent or unavailable; ","there is a serious lack of insight into the problem; water is the critical deficiency in desert regions; for want of a nail the shoe was lost",,"auto"
"ladder","tool","n","ladder_n1","ladder%1:06:00::","103497186","steps consisting of two parallel members connected by rungs; for climbing up or down","",,"auto"
"ladybug","insect","n","ladybug_n1","ladybug%1:05:00::","102080596","small round bright-colored and spotted beetle that usually feeds on aphids and other insect pests","",,"auto"
"lake","obj","n","lake_n1","lake%1:17:00::","108746083","a body of (usually fresh) water surrounded by land","",,"auto"
"land","obj","n","land_n1","land%1:21:01::","112495446","the land on which real estate is located; ","he built the house on land leased from the city",,"auto"
"landfill","obj","n","landfill_n1","landfill%1:17:00::","108751946","a low area that has been filled in","",,"auto"
"landform","obj","","","","","","",,"auto"
"landscape","obj","n","landscape_n1","landscape%1:15:00::","108118519","an expanse of scenery that can be seen in a single view","",,"auto"
"large","size","adj","big_a1","large%3:00:00::","301335840","above average in size or number or quantity or magnitude or extent; ","a large city; set out for the big city; a large sum; a big (or large) barn; a large family; big businesses; a big expenditure; a large number of newspapers; a big group of scientists; large areas of the world",,"auto"
"larger","comp","adj","larger_s1","larger%5:00:00:large:00","301337276","large or big relative to something else","",,"auto"
"larva","obj","n","larva_n1","larva%1:05:00::","102225577","the immature free-living form of most invertebrates and amphibians and fish which at hatching from the egg is fundamentally unlike its parent and must metamorphose","",,"auto"
"last","comp","adj","last_a2","last%3:00:00::","300969111","coming after all others in time or space or degree or being the only one remaining; ","the last time I saw Paris; the last day of the month; had the last word; waited until the last minute; he raised his voice in a last supreme call; the last game of the season; down to his last nickel",,"auto"
"latch","obj","v","latch_v1","latch%2:35:00::","201248534","fasten with a latch; ","latch the door",,"auto"
"late","time","adj","late_a1","late%3:00:00::","300781978","being or occurring at an advanced period of time or after a usual or expected time; ","late evening; late 18th century; a late movie; took a late flight; had a late breakfast",,"auto"
"later","comp","r","later_r1","later%4:02:01::","400062236","happening at a time subsequent to a reference time; ","he apologized subsequently; he's going to the store but he'll be back here later; it didn't happen until afterward; two hours after that",,"auto"
"lava","subst","n","lava_n1","lava%1:27:00::","114082032","rock that in its molten form (as magma) issues from volcanos; lava is what magma is called when it reaches the surface","",,"auto"
"lawn","obj","n","lawn_n1","lawn%1:15:00::","108066682","a field of cultivated and mowed grass","",,"auto"
"lay","act","v","put_v1","lay%2:35:01::","201452069","put into a certain place or abstract location; ","Put your things here; Set the tray down; Set the dogs on the scent of the missing children; Place emphasis on a certain point",,"auto"
"lead","mater","v","take_v3","lead%2:38:01::","201941830","take somebody somewhere; ","We lead him to our chief; can you take me to the main entrance?; He conducted us to the palace",,"auto"
"leaf","bpart","n","leaf_n1","leaf%1:20:00::","112399907","the main organ of photosynthesis and transpiration in higher plants","",,"auto"
"learn","act","v","learn_v1","learn%2:31:00::","200578275","acquire or gain knowledge or skills; ","She learned dancing from her sister; I learned Sanskrit; Children acquire language at an amazing rate",,"auto"
"learned","state","adj","learned_s1","learned%5:00:00:scholarly:00","302014308","having or showing profound knowledge; ","a learned jurist; an erudite professor",,"auto"
"learning","der","n","learning_n1","learning%1:09:00::","105419661","the cognitive process of acquiring skill or knowledge; ","the child's acquisition of language",,"auto"
"leave","act","v","leave_v1","leave%2:38:01::","201951556","go away from a place; ","At what time does your train leave?; She didn't leave until midnight; The ship leaves at midnight",,"auto"
"leftover","role","adj","left(p)_s2","leftover%5:00:00:unexhausted:00","300885462","not used up; ","leftover meatloaf; she had a little money left over so she went to a movie; some odd dollars left; saved the remaining sandwiches for supper; unexpended provisions",,"auto"
"leg","bpart","n","leg_n1","leg%1:08:01::","105242579","a human limb; commonly used to refer to a whole limb but technically only the part between the knee and ankle","",,"auto"
"length","att","n","length_n1","length%1:07:00::","104843022","the linear extent in space from one end to the other; the longest horizontal dimension of something that is fixed in place; ","the length of the table was 5 feet",,"auto"
"lens","obj","n","lens_n1","lens%1:06:00::","103520277","a transparent optical device used to converge or diverge transmitted light and to form images","",,"auto"
"lense","obj","n","lens_n1","lense%1:06:00::","103520277","a transparent optical device used to converge or diverge transmitted light and to form images","",,"auto"
"less","comp","r","less_r1","less%4:02:00::","400100621","used to form the comparative of some adjectives and adverbs; ","less interesting; less expensive; less quickly",,"auto"
"let","act","v","let_v1","let%2:41:00::","202350232","make it possible through a specific action or lack of action for something to happen; ","This permits the water to rush in; This sealed door won't allow the water come into the basement; This will permit the rain to run off",,"auto"
"lettuce","food","n","loot_n2","lettuce%1:21:00::","112627085","informal terms for money","",,"auto"
"lettuce","plant","n","loot_n2","lettuce%1:21:00::","112627085","informal terms for money","",,"auto"
"level","abs","n","level_n1","level%1:07:00::","104815732","a position on a scale of intensity or amount or quality; ","a moderate degree of intelligence; a high level of care is required; it is all a matter of degree",,"auto"
"level","act","n","level_n1","level%1:07:00::","104815732","a position on a scale of intensity or amount or quality; ","a moderate degree of intelligence; a high level of care is required; it is all a matter of degree",,"auto"
"lever","obj","n","lever_n1","lever%1:06:00::","103522749","a rigid bar pivoted about a fulcrum","",,"auto"
"life","abs","n","life_n1","life%1:26:01::","113169414","a characteristic state or mode of living; ","social life; city life; real life",,"auto"
"lifestyle","abs","n","life_style_n1","lifestyle%1:07:00::","104681358","a manner of living that reflects the person's values and attitudes","",,"auto"
"lifetime","time","n","life_n5","lifetime%1:28:00::","114283309","the period during which something is functional (as between birth and death); ","the battery had a short life; he lived a long and happy life",,"auto"
"lift","act","v","lift_v1","lift%2:38:00::","201916187","raise from a lower to a higher position; ","Raise your hands; Lift a load",,"auto"
"light","obj","n","light_n1","light%1:19:00::","110733600","(physics) electromagnetic radiation that can produce a visual sensation; ","the light was filtered through a soft glass window",,"auto"
"lighted","state","adj","lighted_a1","lighted%3:00:00::","300448218","set afire or burning; ","the lighted candles; a lighted cigarette; a lit firecracker",,"auto"
"lighten","act","v","lighten_v1","lighten%2:37:01::","201761366","make more cheerful","",,"auto"
"lighting","obj","n","lighting_n1","lighting%1:26:00::","113187650","having abundant light or illumination; ","they played as long as it was light; as long as the lighting was good",,"auto"
"lightning","obj","n","lightning_n1","lightning%1:19:00::","110734907","abrupt electric discharge from cloud to cloud or from cloud to earth accompanied by the emission of light","",,"auto"
"like","state","v","like_v1","like%2:37:01::","201771600","prefer or wish to do something; ","Do you care to try this dish?; Would you like to come along to the movies?",,"auto"
"likely","?","adj","likely_a1","likely%3:00:00::","301362783","has a good chance of being the case or of coming about; ","these services are likely to be available to us all before long; she is likely to forget; a likely place for a restaurant; the broken limb is likely to fall; rain is likely; a likely topic for investigation; likely candidates for the job",,"auto"
"limb","bpart","n","limb_n1","limb%1:08:00::","105242036","one of the jointed appendages of an animal used for locomotion or grasping: arm; leg; wing; flipper","",,"auto"
