col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,partition_0
7373,oral,quality,adj,oral_s1,oral%5:00:00:spoken:00,302201064,using speech rather than writing; ,an oral tradition; an oral agreement,NA,auto
7374,orally,quality,r,orally_r1,orally%4:02:01::,400158816,(of drugs) through the mouth rather than through injection; ,he was administered the drug orally,NA,auto
7375,orange,color,adj,orange_s1,orange%5:00:00:chromatic:00,300367726,similar to the color of a ripe orange,NA,NA,auto
7376,orange,food,adj,orange_s1,orange%5:00:00:chromatic:00,300367726,similar to the color of a ripe orange,NA,NA,auto
7377,orange,plant,adj,orange_s1,orange%5:00:00:chromatic:00,300367726,similar to the color of a ripe orange,NA,NA,auto
7378,orbit,loc,n,orbit_n1,orbit%1:15:00::,108086340,the (usually elliptical) path described by one celestial body in its revolution about another; ,he plotted the orbit of the moon,NA,auto
7379,order,abs,v,tell_v4,order%2:32:01::,200722209,give instructions to or direct somebody to do something with authority; ,I said to him to go home; She ordered him to do the shopping; The mother told the child to get dressed,NA,auto
7380,organ,bpart,n,organ_n1,organ%1:08:00::,104992592,a fully differentiated structural and functional unit in an animal that is specialized for some particular function,NA,NA,auto
7381,organism,living,n,organism_n1,organism%1:03:00::,100003226,a living thing that has (or can develop) the ability to act or function independently,NA,NA,auto
7382,organizational,der,adj,organizational_a1,organizational%3:01:00::,302761005,of or relating to an organization; ,organizational structure,NA,auto
7383,organize,act,v,form_v2,organize%2:41:01::,202374715,create (as an entity); ,social groups form everywhere; They formed a company,NA,auto
7384,organized,der,adj,organized_a1,organized%3:00:02::,301619851,formed into a structured or coherent whole; ,organized religion; organized crime; an organized tour,NA,auto
7385,organizer,role,n,organizer_n1,organizer%1:18:00::,109710273,a person who brings order and organization to an enterprise,NA,NA,auto
7386,organizing,role,NA,NA,NA,NA,NA,NA,NA,auto
7387,original,quality,adj,original_s1,original%5:00:01:first:00,300968389,preceding all others in time or being as first made or performed; ,the original inhabitants of the Americas; the book still has its original binding; restored the house to its original condition; the original performance of the opera; the original cast; retracted his original statement,NA,auto
7388,other,?,adj,other_a1,other%3:00:00::,301999889,not the same one or ones already mentioned or implied; ,today isn't any other day- the White Queen; the construction of highways and other public works; he asked for other employment; any other person would tell the truth; his other books are still in storage; then we looked at the other house; hearing was good in his other ear; the other sex; she lived on the other side of the street from me; went in the other direction,NA,auto
7389,out,prep,r,out_r1,out%4:02:00::,400190785,outside of an enclosed space; ,she is out,NA,auto
7390,outer,quality,adj,outer_s2,outer%5:00:00:outward:00,300910244,located outside; ,outer reality,NA,auto
7391,outgrowth,obj,n,offset_n4,outgrowth%1:19:00::,110677510,a natural consequence of development,NA,NA,auto
7392,outline,act,v,outline_v1,outline%2:32:00::,200973763,describe roughly or briefly or give the main points or summary of; ,sketch the outline of the book; outline his ideas,NA,auto
7393,outlined,state,adj,outlined_s1,outlined%5:00:00:distinct:00,300748329,showing clearly the outline or profile or boundary; ,hills defined against the evening sky; the setting sun showed the outlined figure of a man standing on the hill,NA,auto
7394,outside,loc,r,outside_r1,outside%4:02:00::,400112527,outside a building; ,in summer we play outside,NA,auto
7395,over,dirn,r,over_r1,over%4:02:01::,400229567,at or to a point across intervening space etc.; ,come over and see us some time; over there,NA,auto
7396,overall,?,adj,overall_s1,overall%5:00:00:general:00,301059584,involving only main features; ,the overall pattern of his life,NA,auto
7397,overnight,time,r,overnight_r1,overnight%4:02:00::,400247289,happening in a short time or with great speed; ,these solutions cannot be found overnight!,NA,auto
7398,owl,bird,n,owl_n1,owl%1:05:00::,101542923,nocturnal bird of prey with hawk-like beak and claws and large head with front-facing eyes,NA,NA,auto
7399,own,act,v,have_v4,own%2:40:00::,202141223,have ownership or possession of; ,He owns three houses in Florida; How many cars does she have?,NA,auto
7400,oxygen,mater,n,oxygen_n1,oxygen%1:27:00::,113809632,a nonmetallic bivalent element that is normally a colorless odorless tasteless nonflammable diatomic gas; constitutes 21 percent of the atmosphere by volume; the most abundant element in the earth's crust,NA,NA,auto
7401,paddle,act,v,paddle_v1,paddle%2:38:00::,201890957,propel with a paddle; ,paddle your own canoe,NA,auto
7402,paint,act,v,paint_v1,paint%2:36:01::,201636799,make a painting; ,he painted all day in the garden; He painted a painting of the garden,NA,auto
7403,paired,sate,adj,paired_s1,paired%5:00:00:matched:00,301435959,"used of gloves, socks, etc.",NA,NA,auto
7404,palm,bpart,n,palm_n1,palm%1:08:00::,105247300,the inner surface of the hand from the wrist to the base of the fingers,NA,NA,auto
7405,pan,obj,n,pan_n1,pan%1:06:01::,103734143,cooking utensil consisting of a wide metal vessel,NA,NA,auto
7406,paper,obj,n,paper_n1,paper%1:27:00::,114123366,a material made of cellulose pulp derived mainly from wood or rags or certain grasses,NA,NA,auto
7407,parent,human,n,parent_n1,parent%1:18:00::,109725018,a father or mother; one who begets or one who gives birth to or nurtures and raises a child; a relative who plays the role of guardian,NA,NA,auto
7408,parental,quality,adj,parental_a1,parental%3:01:00::,302748194,designating the generation of organisms from which hybrid offspring are produced,NA,NA,auto
7409,park,loc,n,park_n1,park%1:15:00::,108089344,a large area of land preserved in its natural state as public property; ,there are laws that protect the wildlife in this park,NA,auto
7410,parrot,act,v,parrot_v1,parrot%2:32:00::,200926416,repeat mindlessly; ,The students parroted the teacher's words,NA,auto
7411,parrot,animal,v,parrot_v1,parrot%2:32:00::,200926416,repeat mindlessly; ,The students parroted the teacher's words,NA,auto
7412,part,role,n,thing_n13,NA,NIL,Everything - the top level of the ontology,NA,NA,auto
7413,particle,obj,n,particle_n1,particle%1:27:01::,113750296,(nontechnical usage) a tiny piece of anything,NA,NA,auto
7414,particular,?,n,particular_n1,particular%1:09:00::,105481157,a fact about some part (as opposed to general); ,he always reasons from the particular to the general,NA,auto
7415,partly,?,r,partly_r1,partly%4:02:00::,400007348,in part; in some degree; not wholly; ,I felt partly to blame; He was partially paralyzed,NA,auto
7416,partnership,?,n,partnership_n1,partnership%1:14:00::,107570881,the members of a business venture created by contract,NA,NA,auto
7417,pass,act,v,pass_v1,pass%2:38:00::,201991747,go across or through; ,We passed the point where the police car had parked; A terrible thought went through his mind,NA,auto
7418,passage,loc,n,transition_n1,passage%1:04:04::,100190422,the act of passing from one state or place to the next,NA,NA,auto
7419,pasta,food,n,pasta_n1,pasta%1:13:00::,107227715,shaped and dried dough made from flour and water and sometimes egg,NA,NA,auto
7420,path,?,n,way_n5,path%1:04:00::,100396886,a course of conduct; ,the path of virtue; we went our separate ways; our paths in life led us apart; genius usually follows a revolutionary path,NA,auto
7421,pathway,loc,n,pathway_n1,pathway%1:08:00::,105161507,a bundle of mylenated nerve fibers following a path through the brain,NA,NA,auto
7422,pattern,abs,n,form_n3,pattern%1:09:00::,105586061,a perceptual structure; ,the composition presents problems for students of musical form; a visual pattern must include not only objects but the spaces between them,NA,auto
7423,paws,bpart,NA,NA,NA,NA,NA,NA,NA,auto
7424,pea,food,n,pea_n1,pea%1:13:00::,107253601,seed of a pea plant,NA,NA,auto
7425,pea,plant,n,pea_n1,pea%1:13:00::,107253601,seed of a pea plant,NA,NA,auto
7426,peach,food,v,talk_v5,peach%2:32:00::,200906431,divulge confidential information or secrets; ,Be careful--his secretary talks,NA,auto
7427,peach,plant,v,talk_v5,peach%2:32:00::,200906431,divulge confidential information or secrets; ,Be careful--his secretary talks,NA,auto
7428,pear,food,n,pear_n1,pear%1:13:00::,107295527,sweet juicy gritty-textured fruit available in many varieties,NA,NA,auto
7429,pear,plant,n,pear_n1,pear%1:13:00::,107295527,sweet juicy gritty-textured fruit available in many varieties,NA,NA,auto
7430,pedal,obj,adj,pedal_a1,pedal%3:01:00::,302655401,of or relating to the feet; ,the word for a pedal extremity is `foot',NA,auto
7431,pedigree,abs,n,blood_n2,pedigree%1:14:00::,107610417,the descendants of one individual; ,his entire lineage has been warriors,NA,auto
7432,pelican,bird,n,pelican_n1,pelican%1:05:00::,101969115,large long-winged warm-water seabird having a large bill with a distensible pouch for fish,NA,NA,auto
7433,pencil,obj,n,pencil_n1,pencil%1:06:00::,103760713,a thin cylindrical pointed writing implement; a rod of marking substance encased in wood,NA,NA,auto
7434,people,human,n,people_n1,people%1:14:00::,107463651,(plural) any group of human beings (men or women or children) collectively; ,old people; there were at least 200 people in the audience,NA,auto
7435,per,?,NA,NA,NA,NA,NA,NA,NA,auto
7436,percent,?,n,percent_n1,percent%1:24:00::,113035999,a proportion multiplied by 100,NA,NA,auto
7437,percentage,abs,n,percent_n1,percentage%1:24:00::,113035999,a proportion multiplied by 100,NA,NA,auto
7438,perform,act,v,do_v2,perform%2:36:00::,201663763,carry out or perform an action; ,"John did the painting, the weeding, and he cleaned out the gutters; the skater executed a triple pirouette; she did a little dance",NA,auto
7439,performance,nom,n,performance_n1,performance%1:10:00::,106467811,a dramatic or musical entertainment; ,they listened to ten different performances; the play ran for 100 performances; the frequent performances of the symphony testify to its popularity,NA,auto
7440,performing,der,n,acting_n1,performing%1:04:00::,100520929,the performance of a part or role in a drama,NA,NA,auto
7441,period,time,n,period_n1,period%1:28:00::,114257468,an amount of time; ,a time period of 30 years; hastened the period of time of his recovery; Picasso's blue period,NA,auto
7442,permit,act,v,permit_v1,permit%2:32:00::,200776433,"consent to, give permission; ",She permitted her son to visit her estranged husband; I won't let the police search her basement; I cannot allow you to see your exam,NA,auto
7443,person,human,n,person_n1,person%1:03:00::,100006026,a human being; ,there was too much for one person to do,NA,auto
7444,personal,quality,adj,personal_a1,personal%3:00:00::,301711364,concerning or affecting a particular person or his or her private life and personality; ,a personal favor; for your personal use; personal papers; I have something personal to tell you; a personal God; he has his personal bank account and she has hers,NA,auto
7445,perspective,abs,n,view_n1,perspective%1:09:00::,105831732,a way of regarding situations or topics etc.; ,consider what follows from the positivist view,NA,auto
7446,perspiration,nom,n,sweat_n1,perspiration%1:08:00::,105096534,salty fluid secreted by sweat glands; ,sweat poured off his brow,NA,auto
7447,pertaining,der,NA,NA,NA,NA,NA,NA,NA,auto
7448,pet,act,n,pet_n1,pet%1:05:00::,101245685,a domesticated animal kept for companionship or amusement,NA,NA,auto
7449,pet,animal,n,pet_n1,pet%1:05:00::,101245685,a domesticated animal kept for companionship or amusement,NA,NA,auto
7450,petal,ppart,n,petal_n1,petal%1:20:00::,110944579,part of the perianth that is usually brightly colored,NA,NA,auto
7451,phase,time,n,phase_n1,phase%1:26:00::,113657323,(physical chemistry) a distinct state of matter in a system; matter that is identical in chemical composition and physical state and separated from other material by the phase boundary; ,the reaction occurs in the liquid phase of the system,NA,auto
7452,phenomena,abs,NA,NA,NA,NA,NA,NA,NA,auto
7453,photo,obj,n,photograph_n1,photo%1:06:00::,103777247,a picture of a person or scene in the form of a print or transparent slide; recorded by a camera on light-sensitive material,NA,NA,auto
